keyword_a,keyword_b,cooccurrence_weight,explicit_edge_weight
A_REPO,N=10,0,2
A_REPO,not executed,0,2
A_REPO,ontology,0,2
A_REPO,packet-only,0,1
A_REPO,paraphrase invariance,0,1
A_REPO,protocol bounded,0,1
A_REPO,provenance validator,0,2
A_REPO,reasoner,0,2
A_REPO,reasoning contract,0,1
A_REPO,repairability,0,1
A_REPO,repo provenance,0,1
A_REPO,repo-derived evidence,0,1
A_REPO,repo-grounded evidence,1,0
A_REPO,repository-only evidence,0,2
A_REPO,screened not confirmed,0,1
A_REPO,screening,0,2
A_REPO,semantic constraints,0,2
A_REPO,semantic obligation,0,2
A_REPO,source confinement,0,2
A_REPO,source policy,0,2
A_REPO,threshold 0.90,0,2
A_REPO,tool output separation,0,1
A_REPO,topology generalization,0,1
A_REPO,trial data,0,1
A_REPO,two-failure futility stop,0,2
abstain,as-of date,0,1
abstain,concept-gate-taxonomy,0,1
abstain,date-bound claim,0,2
abstain,hallucination mitigation,0,3
abstain,literature evidence,0,2
abstain,literature search,1,0
abstain,literature-first,0,1
abstain,literature-first workflow,1,0
abstain,MCP,0,1
abstain,ontology,0,1
abstain,open,0,1
abstain,open problem,0,1
abstain,open problem database,1,0
abstain,open problem status,0,2
abstain,problem status,0,1
abstain,reasoner,0,1
abstain,research context,0,1
abstain,resolved,0,1
abstain,retrieval,0,1
abstain,semantic obligation,0,1
abstain,solution attempt gate,1,0
abstain,uncertain,0,1
abstain,uncertainty,0,2
adaptive screening,B_ONLY,0,2
adaptive screening,C_ONLY,0,2
adaptive screening,concept-gate-taxonomy,0,2
adaptive screening,CONTRACT_REPO,0,1
adaptive screening,CONTROL_REPO,0,1
adaptive screening,decision schema,0,1
adaptive screening,decoy resistance,1,0
adaptive screening,design only,0,1
adaptive screening,E2 progression,0,1
adaptive screening,E2.2.3,0,2
adaptive screening,E2.3,1,0
adaptive screening,E2.3 result,0,2
adaptive screening,E2.4,0,2
adaptive screening,evidence contract,0,1
adaptive screening,experiment README,0,1
adaptive screening,factor sufficiency,0,2
adaptive screening,feature identity,0,1
adaptive screening,generalization claim,0,2
adaptive screening,global consistency rule,0,1
adaptive screening,global feature-type invariant,0,1
adaptive screening,global invariant,0,3
adaptive screening,global invariant generalization,1,0
adaptive screening,global state normalization,0,1
adaptive screening,MCP,0,1
adaptive screening,memory card,0,1
adaptive screening,MixRig,0,1
adaptive screening,N=10,0,1
adaptive screening,next experiment,0,1
adaptive screening,OFAT ablation,0,2
adaptive screening,ontology,0,1
adaptive screening,paraphrase invariance,1,0
adaptive screening,protocol bounded,0,2
adaptive screening,reasoner,0,1
adaptive screening,repo provenance,0,1
adaptive screening,repo-grounded evidence,0,1
adaptive screening,screened not confirmed,0,2
adaptive screening,screening,0,1
adaptive screening,semantic obligation,0,1
adaptive screening,threshold 0.90,0,1
adaptive screening,topology generalization,1,0
adaptive screening,trial data,0,1
adaptive screening,two-failure futility stop,0,1
as-of date,date-bound claim,0,1
as-of date,hallucination mitigation,0,2
as-of date,literature evidence,0,1
as-of date,literature search,0,1
as-of date,literature-first,0,1
as-of date,literature-first workflow,0,1
as-of date,open,1,0
as-of date,open problem,0,1
as-of date,open problem database,0,1
as-of date,open problem status,0,1
as-of date,problem status,1,0
as-of date,research context,0,1
as-of date,resolved,1,0
as-of date,retrieval,0,1
as-of date,solution attempt gate,0,1
as-of date,uncertain,1,0
as-of date,uncertainty,0,1
atomic notes,backlink index,0,1
atomic notes,canonical file,0,1
atomic notes,canonical home,0,1
atomic notes,canonical storage,0,2
atomic notes,classification view,0,1
atomic notes,concept-gate-taxonomy,0,1
atomic notes,context coverage,0,1
atomic notes,conversation provenance,0,1
atomic notes,domain range validation,0,1
atomic notes,E2 experiments,0,1
atomic notes,edge review,1,0
atomic notes,faceted navigation,0,1
atomic notes,format-first storage,0,2
atomic notes,keyword normalization,1,0
atomic notes,MCP,0,1
atomic notes,MCP isolation,0,1
atomic notes,memory card,0,1
atomic notes,no duplication,0,1
atomic notes,Obsidian backlinks,0,2
atomic notes,ontology,0,1
atomic notes,reasoner,0,1
atomic notes,relative symlink,0,1
atomic notes,semantic authority,0,1
atomic notes,semantic graph,0,1
atomic notes,semantic obligation,0,1
atomic notes,stable ID,0,1
atomic notes,subagent enrichment,1,0
atomic notes,symlink classification,0,1
atomic notes,symlink views,0,2
atomic notes,typed edge,0,1
atomic notes,typed edge ledger,0,2
atomic notes,typed graph,0,1
atomic notes,vault architecture,0,1
atomic notes,vault ingestion,1,0
B_ONLY,C_ONLY,1,0
B_ONLY,complete state,0,2
B_ONLY,complete-state contract,0,1
B_ONLY,concept-gate-taxonomy,0,2
B_ONLY,decision schema,0,1
B_ONLY,decoy resistance,0,2
B_ONLY,destructive repair,0,1
B_ONLY,E2 progression,0,1
B_ONLY,E2.2.2,0,2
B_ONLY,E2.2.3,1,0
B_ONLY,E2.3,0,2
B_ONLY,evidence contract,0,1
B_ONLY,experiment README,0,1
B_ONLY,factor sufficiency,1,0
B_ONLY,feature identity,0,1
B_ONLY,full-set preservation,0,1
B_ONLY,global consistency,0,2
B_ONLY,global consistency rule,0,1
B_ONLY,global feature-type invariant,0,1
B_ONLY,global invariant,0,1
B_ONLY,global invariant generalization,0,2
B_ONLY,global state normalization,0,1
B_ONLY,MCP,0,1
B_ONLY,memory card,0,1
B_ONLY,MixRig,0,1
B_ONLY,next experiment,0,1
B_ONLY,OFAT ablation,1,0
B_ONLY,ontology,0,1
B_ONLY,paraphrase invariance,0,2
B_ONLY,reasoner,0,1
B_ONLY,repaired_concepts,0,1
B_ONLY,repo provenance,0,1
B_ONLY,schema minItems,0,2
B_ONLY,semantic obligation,0,1
B_ONLY,structural preservation,0,1
B_ONLY,topology generalization,0,2
B_ONLY,trial data,0,1
backlink index,canonical file,0,1
backlink index,canonical storage,0,1
backlink index,classification view,0,1
backlink index,domain range validation,1,0
backlink index,edge review,0,1
backlink index,faceted navigation,0,1
backlink index,format-first storage,0,1
backlink index,keyword normalization,0,1
backlink index,no duplication,0,1
backlink index,Obsidian backlinks,0,1
backlink index,relative symlink,0,1
backlink index,semantic graph,1,0
backlink index,stable ID,1,0
backlink index,subagent enrichment,0,1
backlink index,symlink views,0,1
backlink index,typed edge,1,0
backlink index,typed edge ledger,0,1
backlink index,vault ingestion,0,1
C_ONLY,complete state,0,2
C_ONLY,complete-state contract,0,1
C_ONLY,concept-gate-taxonomy,0,2
C_ONLY,decision schema,0,1
C_ONLY,decoy resistance,0,2
C_ONLY,destructive repair,0,1
C_ONLY,E2 progression,0,1
C_ONLY,E2.2.2,0,2
C_ONLY,E2.2.3,1,0
C_ONLY,E2.3,0,2
C_ONLY,evidence contract,0,1
C_ONLY,experiment README,0,1
C_ONLY,factor sufficiency,1,0
C_ONLY,feature identity,0,1
C_ONLY,full-set preservation,0,1
C_ONLY,global consistency,0,2
C_ONLY,global consistency rule,0,1
C_ONLY,global feature-type invariant,0,1
C_ONLY,global invariant,0,1
C_ONLY,global invariant generalization,0,2
C_ONLY,global state normalization,0,1
C_ONLY,MCP,0,1
C_ONLY,memory card,0,1
C_ONLY,MixRig,0,1
C_ONLY,next experiment,0,1
C_ONLY,OFAT ablation,1,0
C_ONLY,ontology,0,1
C_ONLY,paraphrase invariance,0,2
C_ONLY,reasoner,0,1
C_ONLY,repaired_concepts,0,1
C_ONLY,repo provenance,0,1
C_ONLY,schema minItems,0,2
C_ONLY,semantic obligation,0,1
C_ONLY,structural preservation,0,1
C_ONLY,topology generalization,0,2
C_ONLY,trial data,0,1
canonical file,canonical storage,0,2
canonical file,classification view,1,0
canonical file,domain range validation,0,1
canonical file,edge review,0,1
canonical file,faceted navigation,1,0
canonical file,format-first storage,0,2
canonical file,keyword normalization,0,1
canonical file,no duplication,1,0
canonical file,Obsidian backlinks,0,2
canonical file,relative symlink,1,0
canonical file,semantic graph,0,1
canonical file,stable ID,0,1
canonical file,subagent enrichment,0,1
canonical file,symlink views,0,2
canonical file,typed edge,0,1
canonical file,typed edge ledger,0,2
canonical file,vault ingestion,0,1
canonical home,canonical storage,0,1
canonical home,concept-gate-taxonomy,0,1
canonical home,edge review,0,1
canonical home,format-first storage,0,1
canonical home,keyword normalization,0,1
canonical home,MCP,0,1
canonical home,memory card,1,0
canonical home,Obsidian backlinks,0,1
canonical home,ontology,0,1
canonical home,reasoner,0,1
canonical home,semantic authority,1,0
canonical home,semantic obligation,0,1
canonical home,subagent enrichment,0,1
canonical home,symlink classification,1,0
canonical home,symlink views,0,1
canonical home,typed edge ledger,0,1
canonical home,typed graph,1,0
canonical home,vault ingestion,0,1
canonical storage,classification view,0,2
canonical storage,concept-gate-taxonomy,0,2
canonical storage,context coverage,0,2
canonical storage,conversation provenance,0,2
canonical storage,domain range validation,0,1
canonical storage,E2 experiments,0,2
canonical storage,edge review,0,2
canonical storage,faceted navigation,0,2
canonical storage,format-first storage,1,0
canonical storage,keyword normalization,0,2
canonical storage,knowledge vault,1,0
canonical storage,MCP,0,2
canonical storage,MCP isolation,0,2
canonical storage,memory card,0,1
canonical storage,no duplication,0,2
canonical storage,Obsidian backlink,1,0
canonical storage,Obsidian backlinks,1,0
canonical storage,ontology,0,2
canonical storage,reasoner,0,2
canonical storage,relative symlink,0,2
canonical storage,semantic authority,0,1
canonical storage,semantic graph,0,1
canonical storage,semantic obligation,0,2
canonical storage,stable ID,0,1
canonical storage,subagent enrichment,0,2
canonical storage,symlink classification,0,1
canonical storage,symlink view,1,0
canonical storage,symlink views,1,0
canonical storage,typed edge,1,1
canonical storage,typed edge ledger,1,0
canonical storage,typed graph,0,1
canonical storage,vault architecture,0,2
canonical storage,vault ingestion,0,2
claim abstain repair,complete-state contract,0,2
claim abstain repair,conflicting evidence,0,2
claim abstain repair,CONTRACT_REPO,0,1
claim abstain repair,CONTROL_REPO,0,1
claim abstain repair,design only,0,1
claim abstain repair,destructive repair,0,2
claim abstain repair,direct support,0,2
claim abstain repair,E2.4,0,1
claim abstain repair,evidence audit,0,3
claim abstain repair,evidence sufficiency,0,2
claim abstain repair,evidence-first,0,1
claim abstain repair,feature identity,0,1
claim abstain repair,final decision,0,1
claim abstain repair,full-set preservation,0,2
claim abstain repair,global consistency rule,0,1
claim abstain repair,global feature-type invariant,0,1
claim abstain repair,global state normalization,0,1
claim abstain repair,invariant check,0,1
claim abstain repair,mandatory abstention,1,0
claim abstain repair,missing evidence,1,0
claim abstain repair,MixRig,0,1
claim abstain repair,packet-only,0,2
claim abstain repair,reasoning contract,1,0
claim abstain repair,repairability,1,0
claim abstain repair,repaired_concepts,0,2
claim abstain repair,repo-grounded evidence,0,1
claim abstain repair,structural preservation,0,2
claim abstain repair,sufficiency gate,0,1
classification view,domain range validation,0,1
classification view,edge review,0,1
classification view,faceted navigation,1,0
classification view,format-first storage,0,2
classification view,keyword normalization,0,1
classification view,no duplication,1,0
classification view,Obsidian backlinks,0,2
classification view,relative symlink,1,0
classification view,semantic graph,0,1
classification view,stable ID,0,1
classification view,subagent enrichment,0,1
classification view,symlink views,0,2
classification view,typed edge,0,1
classification view,typed edge ledger,0,2
classification view,vault ingestion,0,1
cold context,commit provenance,0,1
cold context,concept-gate-taxonomy,0,1
cold context,context contamination,1,1
cold context,CONTRACT_REPO,1,1
cold context,CONTROL_REPO,1,1
cold context,design only,0,1
cold context,deterministic scorer,0,1
cold context,E2.4,0,2
cold context,E2.4 execution,1,1
cold context,E2.4 fixtures,0,1
cold context,E2.4 status,0,1
cold context,evidence packet,0,1
cold context,exact excerpt,0,1
cold context,hidden oracle,0,1
cold context,MCP,0,1
cold context,MCP context isolation,1,1
cold context,missing scorer,0,1
cold context,missing trials,0,1
cold context,N=10,0,2
cold context,not executed,0,1
cold context,ontology,0,1
cold context,provenance validator,0,1
cold context,reasoner,0,1
cold context,repo-derived evidence,0,1
cold context,screening,0,2
cold context,semantic constraints,0,1
cold context,semantic obligation,0,1
cold context,source confinement,1,2
cold context,threshold 0.90,0,2
cold context,tool output separation,1,1
cold context,two-failure futility stop,0,2
commit provenance,concept-gate-taxonomy,0,2
commit provenance,conflicting evidence,0,1
commit provenance,context contamination,0,1
commit provenance,CONTRACT_REPO,0,3
commit provenance,CONTROL_REPO,0,3
commit provenance,decision schema,0,1
commit provenance,design only,0,3
commit provenance,direct support,0,1
commit provenance,E2.4,1,4
commit provenance,evidence audit,0,2
commit provenance,evidence packet,1,1
commit provenance,evidence sufficiency,0,1
commit provenance,evidence-first,0,1
commit provenance,exact excerpt,1,1
commit provenance,experiment README,0,1
commit provenance,final decision,0,1
commit provenance,goodand/concept-gate-taxonomy,1,1
commit provenance,invariant check,0,1
commit provenance,MCP,0,1
commit provenance,MCP context isolation,0,1
commit provenance,ontology,0,1
commit provenance,packet-only,0,1
commit provenance,reasoner,0,1
commit provenance,repo provenance,0,1
commit provenance,repo-derived evidence,1,1
commit provenance,repo-grounded evidence,0,3
commit provenance,repository-only evidence,1,1
commit provenance,semantic obligation,0,1
commit provenance,source confinement,1,2
commit provenance,source policy,1,1
commit provenance,sufficiency gate,0,1
commit provenance,tool output separation,0,1
commit provenance,trial data,0,1
complete state,complete-state contract,0,1
complete state,concept-gate-taxonomy,0,2
complete state,decision schema,0,1
complete state,destructive repair,0,1
complete state,directed positive control,0,2
complete state,E2 progression,0,1
complete state,E2.2.1,0,2
complete state,E2.2.2,1,0
complete state,E2.2.3,0,2
complete state,evidence contract,0,1
complete state,experiment README,0,1
complete state,factor sufficiency,0,2
complete state,feature identity,0,1
complete state,full-set preservation,0,1
complete state,global consistency,1,0
complete state,global consistency rule,0,1
complete state,global feature-type invariant,0,1
complete state,global invariant,0,1
complete state,global state normalization,0,1
complete state,MCP,0,1
complete state,memory card,0,1
complete state,MixRig,0,1
complete state,next experiment,0,1
complete state,OFAT ablation,0,2
complete state,ontology,0,1
complete state,reasoner,0,1
complete state,repaired_concepts,0,1
complete state,repo provenance,0,1
complete state,schema minItems,1,0
complete state,semantic obligation,0,1
complete state,structural preservation,0,1
complete state,structural_composition,0,2
complete state,trial data,0,1
complete state,vocabulary exposure,0,2
complete-state contract,destructive repair,1,0
complete-state contract,E2.2.2,0,1
complete-state contract,E2.2.3,0,1
complete-state contract,evidence audit,0,1
complete-state contract,evidence-first,0,1
complete-state contract,factor sufficiency,0,1
complete-state contract,final decision,0,1
complete-state contract,full-set preservation,1,0
complete-state contract,global consistency,0,1
complete-state contract,invariant check,0,1
complete-state contract,mandatory abstention,0,2
complete-state contract,missing evidence,0,2
complete-state contract,OFAT ablation,0,1
complete-state contract,reasoning contract,0,2
complete-state contract,repairability,0,2
complete-state contract,repaired_concepts,1,0
complete-state contract,schema minItems,0,1
complete-state contract,structural preservation,1,0
complete-state contract,sufficiency gate,0,1
concept-gate-taxonomy,context coverage,0,1
concept-gate-taxonomy,CONTRACT_REPO,0,3
concept-gate-taxonomy,CONTROL_REPO,0,3
concept-gate-taxonomy,conversation provenance,0,1
concept-gate-taxonomy,date-bound claim,0,1
concept-gate-taxonomy,decision schema,1,1
concept-gate-taxonomy,decoy resistance,0,2
concept-gate-taxonomy,design only,0,5
concept-gate-taxonomy,deterministic scorer,0,1
concept-gate-taxonomy,directed positive control,0,2
concept-gate-taxonomy,E2 experiments,0,1
concept-gate-taxonomy,E2 progression,0,1
concept-gate-taxonomy,E2.2.1,0,2
concept-gate-taxonomy,E2.2.2,0,2
concept-gate-taxonomy,E2.2.3,0,2
concept-gate-taxonomy,E2.3,0,2
concept-gate-taxonomy,E2.3 result,0,3
concept-gate-taxonomy,E2.4,0,5
concept-gate-taxonomy,E2.4 execution,0,1
concept-gate-taxonomy,E2.4 fixtures,0,1
concept-gate-taxonomy,E2.4 status,0,3
concept-gate-taxonomy,edge review,0,1
concept-gate-taxonomy,evidence audit,0,1
concept-gate-taxonomy,evidence contract,0,2
concept-gate-taxonomy,evidence-first,0,1
concept-gate-taxonomy,experiment progression,0,1
concept-gate-taxonomy,experiment README,1,1
concept-gate-taxonomy,factor sufficiency,0,2
concept-gate-taxonomy,final decision,0,1
concept-gate-taxonomy,format-first storage,0,2
concept-gate-taxonomy,generalization claim,0,3
concept-gate-taxonomy,global consistency,0,2
concept-gate-taxonomy,global invariant,0,4
concept-gate-taxonomy,global invariant generalization,0,2
concept-gate-taxonomy,goodand/concept-gate-taxonomy,0,2
concept-gate-taxonomy,hallucination mitigation,0,1
concept-gate-taxonomy,hidden oracle,0,1
concept-gate-taxonomy,invariant check,0,1
concept-gate-taxonomy,keyword normalization,0,1
concept-gate-taxonomy,knowledge ingestion,0,1
concept-gate-taxonomy,knowledge vault,0,1
concept-gate-taxonomy,literature evidence,0,1
concept-gate-taxonomy,literature search,0,1
concept-gate-taxonomy,literature-first workflow,0,1
concept-gate-taxonomy,MCP,1,1
concept-gate-taxonomy,MCP evaluation,0,1
concept-gate-taxonomy,MCP isolation,0,1
concept-gate-taxonomy,memory card,0,2
concept-gate-taxonomy,missing scorer,0,3
concept-gate-taxonomy,missing trials,0,3
concept-gate-taxonomy,MOC,0,2
concept-gate-taxonomy,N=10,0,1
concept-gate-taxonomy,next experiment,0,1
concept-gate-taxonomy,not executed,0,3
concept-gate-taxonomy,Obsidian backlink,0,1
concept-gate-taxonomy,Obsidian backlinks,0,1
concept-gate-taxonomy,OFAT ablation,0,2
concept-gate-taxonomy,ontology,1,2
concept-gate-taxonomy,open problem database,0,1
concept-gate-taxonomy,open problem status,0,1
concept-gate-taxonomy,paraphrase invariance,0,2
concept-gate-taxonomy,protocol bounded,0,3
concept-gate-taxonomy,provenance validator,0,1
concept-gate-taxonomy,reasoner,1,1
concept-gate-taxonomy,repo provenance,1,1
concept-gate-taxonomy,repo-grounded evidence,0,2
concept-gate-taxonomy,repository-only evidence,0,2
concept-gate-taxonomy,schema minItems,0,2
concept-gate-taxonomy,screened not confirmed,0,3
concept-gate-taxonomy,screening,0,1
concept-gate-taxonomy,semantic authority,0,1
concept-gate-taxonomy,semantic constraints,0,1
concept-gate-taxonomy,semantic graph,0,1
concept-gate-taxonomy,semantic obligation,1,1
concept-gate-taxonomy,solution attempt gate,0,1
concept-gate-taxonomy,source policy,0,2
concept-gate-taxonomy,structural_composition,0,2
concept-gate-taxonomy,subagent enrichment,0,1
concept-gate-taxonomy,sufficiency gate,0,1
concept-gate-taxonomy,symlink classification,0,1
concept-gate-taxonomy,symlink view,0,1
concept-gate-taxonomy,symlink views,0,1
concept-gate-taxonomy,threshold 0.90,0,1
concept-gate-taxonomy,topology generalization,0,2
concept-gate-taxonomy,tree classification,0,1
concept-gate-taxonomy,trial data,1,1
concept-gate-taxonomy,two-failure futility stop,0,1
concept-gate-taxonomy,typed edge,0,1
concept-gate-taxonomy,typed edge ledger,0,1
concept-gate-taxonomy,typed graph,0,1
concept-gate-taxonomy,uncertainty,0,1
concept-gate-taxonomy,vault architecture,0,1
concept-gate-taxonomy,vault ingestion,0,1
concept-gate-taxonomy,vocabulary exposure,0,2
conflicting evidence,CONTRACT_REPO,0,1
conflicting evidence,CONTROL_REPO,0,1
conflicting evidence,design only,0,1
conflicting evidence,direct support,1,0
conflicting evidence,E2.4,0,1
conflicting evidence,evidence audit,1,1
conflicting evidence,evidence packet,0,1
conflicting evidence,evidence sufficiency,1,0
conflicting evidence,evidence-first,0,1
conflicting evidence,exact excerpt,0,1
conflicting evidence,final decision,0,1
conflicting evidence,invariant check,0,1
conflicting evidence,mandatory abstention,0,2
conflicting evidence,missing evidence,0,2
conflicting evidence,packet-only,1,0
conflicting evidence,reasoning contract,0,2
conflicting evidence,repairability,0,2
conflicting evidence,repo-derived evidence,0,1
conflicting evidence,repo-grounded evidence,0,1
conflicting evidence,source confinement,0,1
conflicting evidence,sufficiency gate,0,1
context contamination,CONTRACT_REPO,0,1
context contamination,CONTROL_REPO,0,1
context contamination,E2.4 execution,0,1
context contamination,evidence packet,0,1
context contamination,exact excerpt,0,1
context contamination,MCP context isolation,1,0
context contamination,repo-derived evidence,0,1
context contamination,source confinement,1,1
context contamination,tool output separation,1,0
context coverage,conversation provenance,1,0
context coverage,date-bound claim,0,1
context coverage,E2 experiments,1,0
context coverage,edge review,0,1
context coverage,format-first storage,0,2
context coverage,hallucination mitigation,0,1
context coverage,keyword normalization,0,1
context coverage,literature evidence,0,1
context coverage,MCP,0,1
context coverage,MCP isolation,1,0
context coverage,Obsidian backlinks,0,2
context coverage,ontology,0,1
context coverage,open problem status,0,1
context coverage,reasoner,0,1
context coverage,semantic obligation,0,1
context coverage,subagent enrichment,0,1
context coverage,symlink views,0,2
context coverage,typed edge ledger,0,2
context coverage,uncertainty,0,1
context coverage,vault architecture,1,0
context coverage,vault ingestion,0,1
contextual_usage,directed positive control,0,1
contextual_usage,E2.2.1,0,1
contextual_usage,essential_feature,1,0
contextual_usage,feature identity,0,1
contextual_usage,FeatureType,1,0
contextual_usage,functional,1,0
contextual_usage,global consistency rule,0,1
contextual_usage,global feature-type invariant,0,1
contextual_usage,global state normalization,0,1
contextual_usage,has-a,0,1
contextual_usage,is-a,0,1
contextual_usage,locational,1,0
contextual_usage,MixRig,0,1
contextual_usage,part-of,0,1
contextual_usage,social_treatment,1,0
contextual_usage,structural composition,0,1
contextual_usage,structural_composition,1,1
contextual_usage,taxonomy DAG,0,1
contextual_usage,vocabulary exposure,0,1
CONTRACT_REPO,CONTROL_REPO,2,0
CONTRACT_REPO,decision schema,0,1
CONTRACT_REPO,decoy resistance,0,1
CONTRACT_REPO,design only,1,2
CONTRACT_REPO,deterministic scorer,0,2
CONTRACT_REPO,direct support,0,1
CONTRACT_REPO,E2.3,0,1
CONTRACT_REPO,E2.3 result,0,1
CONTRACT_REPO,E2.4,1,4
CONTRACT_REPO,E2.4 execution,1,0
CONTRACT_REPO,E2.4 fixtures,0,2
CONTRACT_REPO,E2.4 status,0,2
CONTRACT_REPO,evidence audit,0,1
CONTRACT_REPO,evidence packet,0,1
CONTRACT_REPO,evidence sufficiency,0,1
CONTRACT_REPO,exact excerpt,0,1
CONTRACT_REPO,experiment README,0,1
CONTRACT_REPO,feature identity,0,1
CONTRACT_REPO,generalization claim,0,1
CONTRACT_REPO,global consistency rule,0,1
CONTRACT_REPO,global feature-type invariant,0,1
CONTRACT_REPO,global invariant,0,1
CONTRACT_REPO,global invariant generalization,0,1
CONTRACT_REPO,global state normalization,0,1
CONTRACT_REPO,goodand/concept-gate-taxonomy,0,2
CONTRACT_REPO,hidden oracle,0,2
CONTRACT_REPO,mandatory abstention,0,1
CONTRACT_REPO,MCP,0,2
CONTRACT_REPO,MCP context isolation,0,1
CONTRACT_REPO,missing evidence,0,1
CONTRACT_REPO,missing scorer,0,2
CONTRACT_REPO,missing trials,0,2
CONTRACT_REPO,MixRig,0,1
CONTRACT_REPO,N=10,0,2
CONTRACT_REPO,not executed,0,2
CONTRACT_REPO,ontology,0,2
CONTRACT_REPO,packet-only,0,1
CONTRACT_REPO,paraphrase invariance,0,1
CONTRACT_REPO,protocol bounded,0,1
CONTRACT_REPO,provenance validator,0,2
CONTRACT_REPO,reasoner,0,2
CONTRACT_REPO,reasoning contract,0,1
CONTRACT_REPO,repairability,0,1
